model,problem_id,category,paths,condition,scorer,run,reframing_score,correctness,frame_diversity,assumption_surfacing,solution_novelty,premise_questioning
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,claude,4,3.25,4,3,2,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,openai,0,3.5,4,4,3,4,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,openai,1,3.0,4,3,3,3,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,openai,2,3.25,4,4,3,3,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,openai,3,3.75,4,4,4,4,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,vanilla,openai,4,3.5,5,4,3,4,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,self,0,4.5,5,5,4,5,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,self,1,4.75,5,5,4,5,5
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,self,2,4.25,4,5,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,self,3,4.5,5,5,4,5,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,self,4,4.5,5,5,4,5,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,claude,0,3.75,2,4,3,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,claude,1,4.0,4,4,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,claude,2,2.75,3,4,2,3,2
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,claude,3,3.0,2,4,2,3,3
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,claude,4,3.75,4,4,3,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,openai,0,4.25,5,5,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,openai,1,4.25,5,5,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,openai,2,4.25,5,5,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,openai,3,4.25,5,5,4,4,4
qwen,land_use_conflict,zero_sum,path_5_invert|path_9_step_outside,distance,openai,4,4.25,5,5,4,4,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,self,0,3.25,4,4,3,3,3
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,self,1,3.0,4,4,3,3,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,self,2,3.0,4,4,3,3,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,self,3,3.25,4,4,3,3,3
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,self,4,3.25,4,4,3,3,3
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,claude,0,1.75,3,2,2,2,1
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,claude,1,2.0,3,2,2,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,claude,2,2.0,2,2,3,2,1
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,claude,3,2.25,2,2,3,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,claude,4,1.75,3,2,2,2,1
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,openai,0,2.25,3,3,2,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,openai,1,3.0,3,4,3,3,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,openai,2,2.75,3,4,3,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,openai,3,2.75,3,4,3,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,vanilla,openai,4,2.25,3,3,2,2,2
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,self,0,5.0,5,5,5,5,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,self,1,5.0,5,5,5,5,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,self,2,4.5,4,4,5,4,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,self,3,4.25,4,4,5,4,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,self,4,4.75,4,5,5,4,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,claude,0,4.25,3,4,5,3,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,claude,1,4.25,4,4,5,3,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,claude,2,4.25,3,4,5,3,5
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,claude,3,4.0,3,4,5,3,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,claude,4,4.0,4,4,5,3,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,openai,0,4.5,3,5,5,4,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,openai,1,4.0,3,4,5,3,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,openai,2,4.25,3,4,5,4,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,openai,3,4.25,3,4,5,4,4
qwen,loss_frame_hospital,framing_trap,path_1_name_the_frame,distance,openai,4,4.5,3,5,5,4,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,self,0,2.25,4,3,2,2,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,self,1,3.0,4,4,3,3,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,self,2,2.5,4,3,3,2,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,self,3,3.0,4,4,3,3,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,self,4,2.5,4,3,2,3,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,claude,0,1.75,3,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,claude,1,1.75,3,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,claude,2,1.75,3,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,claude,3,1.75,3,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,claude,4,1.75,3,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,openai,0,2.0,4,3,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,openai,1,2.25,4,3,2,2,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,openai,2,1.75,4,2,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,openai,3,2.0,4,3,2,2,1
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,vanilla,openai,4,2.5,4,3,2,3,2
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,self,0,4.5,5,4,5,4,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,self,1,4.25,4,4,5,3,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,self,2,4.5,4,4,5,4,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,self,3,4.5,4,4,5,4,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,self,4,4.5,5,4,5,4,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,claude,0,3.0,3,2,4,2,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,claude,1,2.75,2,2,4,1,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,claude,2,3.0,3,2,4,2,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,claude,3,2.75,2,2,4,1,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,claude,4,3.0,3,2,4,2,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,openai,0,4.0,4,4,5,3,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,openai,1,3.25,2,3,4,2,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,openai,2,4.25,3,4,5,3,5
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,openai,3,4.0,3,4,5,3,4
qwen,market_share_battle,zero_sum,path_5_invert|path_1_name_the_frame,distance,openai,4,3.75,4,4,4,3,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,self,0,3.25,4,4,3,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,self,1,3.0,4,4,3,3,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,self,2,3.0,4,4,3,3,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,self,3,2.75,4,4,2,3,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,self,4,3.5,4,4,4,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,claude,0,2.0,3,2,2,2,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,claude,1,2.0,3,2,2,2,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,claude,2,1.75,3,2,2,2,1
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,claude,3,2.0,3,2,2,2,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,claude,4,2.5,3,2,3,2,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,openai,0,3.25,4,4,3,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,openai,1,3.25,4,4,3,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,openai,2,3.0,4,4,3,3,2
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,openai,3,3.25,4,4,3,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,vanilla,openai,4,3.0,4,3,3,3,3
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,self,0,4.25,5,4,4,4,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,self,1,5.0,5,5,5,5,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,self,2,4.0,5,4,4,4,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,self,3,4.25,5,4,4,4,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,self,4,4.25,5,4,4,4,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,claude,0,3.75,4,4,4,3,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,claude,1,4.0,4,4,4,3,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,claude,2,3.75,4,4,4,3,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,claude,3,3.75,4,4,4,3,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,claude,4,3.5,4,3,4,3,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,openai,0,4.25,5,5,4,4,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,openai,1,4.75,5,5,5,4,5
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,openai,2,4.25,5,5,4,4,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,openai,3,4.5,5,5,5,4,4
qwen,meeting_problem,einstellung,path_1_name_the_frame|path_7_surprise_as_signal,distance,openai,4,4.25,5,5,4,4,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,self,0,3.0,4,4,3,3,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,self,1,3.5,4,4,3,4,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,self,2,3.5,4,4,3,4,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,self,3,3.25,4,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,self,4,3.0,4,4,3,3,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,claude,0,2.25,2,3,2,2,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,claude,1,3.0,2,4,3,3,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,claude,2,2.25,2,3,2,2,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,claude,3,2.25,2,3,2,2,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,claude,4,2.25,2,3,2,2,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,openai,0,3.25,3,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,openai,1,4.0,4,5,4,4,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,openai,2,3.25,4,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,openai,3,3.25,3,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,vanilla,openai,4,3.25,4,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,self,0,4.0,5,4,4,4,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,self,1,3.75,5,4,4,4,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,self,2,3.75,5,4,4,4,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,self,3,4.0,5,4,4,4,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,self,4,4.0,5,4,4,4,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,claude,0,2.75,4,2,3,2,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,claude,1,2.0,4,2,2,2,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,claude,2,2.0,4,2,3,2,1
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,claude,3,2.5,4,3,2,2,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,claude,4,2.75,4,2,3,2,4
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,openai,0,3.25,4,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,openai,1,3.25,4,4,3,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,openai,2,2.75,4,3,3,3,2
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,openai,3,3.5,4,4,4,3,3
qwen,menu_pricing_anchor,anchoring,path_1_name_the_frame|path_2_decompose_to_generic,distance,openai,4,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,self,0,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,self,1,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,self,2,3.0,4,4,3,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,self,3,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,self,4,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,claude,0,2.25,3,3,2,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,claude,1,2.5,3,4,2,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,claude,2,2.0,3,3,2,2,1
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,claude,3,2.75,3,4,2,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,claude,4,2.25,3,3,2,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,openai,0,3.25,4,5,3,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,openai,1,3.75,4,5,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,openai,2,3.0,4,4,3,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,openai,3,3.75,4,5,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,vanilla,openai,4,3.25,4,5,3,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,self,0,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,self,1,3.75,4,4,5,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,self,2,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,self,3,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,self,4,3.0,3,3,3,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,claude,0,2.75,4,3,4,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,claude,1,2.75,4,3,4,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,claude,2,3.25,4,4,4,3,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,claude,3,2.75,4,3,4,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,claude,4,2.75,4,4,3,2,2
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,openai,0,3.5,5,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,openai,1,3.5,5,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,openai,2,4.0,5,5,4,4,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,openai,3,3.5,4,4,4,3,3
qwen,merger_decision,multi_turn,path_8_confidence_calibration,distance,openai,4,3.75,4,5,4,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,self,0,3.5,4,4,4,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,self,1,3.5,4,4,4,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,self,2,3.5,4,4,4,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,self,3,3.25,4,4,3,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,self,4,2.75,4,4,3,2,2
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,claude,0,2.25,2,3,2,2,2
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,claude,1,2.0,2,2,2,2,2
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,claude,2,2.25,3,3,2,2,2
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,claude,3,2.0,2,2,2,2,2
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,claude,4,1.5,2,2,2,1,1
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,openai,0,3.25,4,4,3,3,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,openai,1,3.0,3,4,3,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,openai,2,3.0,3,4,3,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,openai,3,3.0,4,4,3,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,vanilla,openai,4,3.0,3,4,3,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,self,0,4.5,5,4,5,4,5
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,self,1,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,self,2,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,self,3,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,self,4,4.5,5,4,5,4,5
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,claude,0,3.0,3,3,4,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,claude,1,3.0,3,3,4,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,claude,2,2.75,2,3,3,2,3
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,claude,3,3.25,3,3,4,2,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,claude,4,3.25,3,3,4,2,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,openai,0,4.0,4,5,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,openai,1,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,openai,2,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,openai,3,3.75,4,4,4,3,4
qwen,office_lease_anchor,anchoring,path_1_name_the_frame|path_6_premise_reflection,distance,openai,4,3.75,4,4,4,3,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,self,0,3.0,4,4,3,3,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,self,1,3.25,4,4,3,3,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,self,2,3.0,4,4,3,3,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,self,3,3.25,4,4,3,3,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,self,4,3.0,4,4,3,3,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,claude,0,2.0,3,2,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,claude,1,2.0,3,2,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,claude,2,2.0,3,2,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,claude,3,2.0,3,2,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,claude,4,2.0,3,2,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,openai,0,2.25,4,3,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,openai,1,2.75,4,4,2,3,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,openai,2,2.5,4,4,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,openai,3,2.25,4,3,2,2,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,vanilla,openai,4,2.75,4,4,2,3,2
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,self,0,3.25,3,3,4,2,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,self,1,4.5,5,4,5,4,5
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,self,2,4.5,5,4,5,4,5
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,self,3,4.5,4,4,5,4,5
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,self,4,4.0,4,4,4,4,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,claude,0,2.5,2,2,3,1,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,claude,1,2.5,3,2,3,2,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,claude,2,2.75,3,2,4,2,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,claude,3,2.25,2,2,3,1,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,claude,4,2.25,2,2,3,1,3
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,openai,0,3.25,2,3,4,2,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,openai,1,4.25,4,4,5,4,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,openai,2,3.5,4,3,4,3,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,openai,3,3.25,2,3,4,2,4
qwen,overtime_problem,framing_trap,path_1_name_the_frame|path_5_invert,distance,openai,4,3.5,3,3,4,3,4
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,self,0,2.0,4,2,2,2,2
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,self,1,2.0,3,2,2,2,2
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,self,2,2.0,3,2,2,2,2
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,self,3,2.0,4,2,2,2,2
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,self,4,2.0,4,2,2,2,2
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,claude,0,1.75,2,2,2,2,1
qwen,partnership_regret,multi_turn,path_4_incubate_reset,vanilla,claude,1,1.75,2,2,2,2,1
